LOCATION,INDICATOR,TIME,Value
LVA,GGNLEND,2003,-1.564910566
LVA,GGNLEND,2004,-1.185395004
LVA,GGNLEND,2005,-0.47949537
LVA,GGNLEND,2006,-0.52953553
LVA,GGNLEND,2007,-0.559597065
LVA,GGNLEND,2008,-4.252543501
LVA,GGNLEND,2009,-9.544838086
LVA,GGNLEND,2010,-8.615224033
LVA,GGNLEND,2011,-4.286464574
LVA,GGNLEND,2012,-1.410616592
LVA,GGNLEND,2013,-1.220668504
LVA,GGNLEND,2014,-1.583395984
LVA,GGNLEND,2015,-1.425110713
LVA,GGNLEND,2016,0.022742211
LVA,GGNLEND,2017,-0.769110101
LVA,GGNLEND,2018,-0.839383024
LVA,GGNLEND,2019,-0.580631902
LVA,GGNLEND,2020,-4.361154148
LVA,GGNLEND,2021,-7.138382912
LVA,GGNLEND,2022,-4.403474213
COL,GGNLEND,2005,-2.520135638
COL,GGNLEND,2006,-1.557373612
COL,GGNLEND,2007,-1.714328387
COL,GGNLEND,2008,-0.455772064
COL,GGNLEND,2009,-0.721329256
COL,GGNLEND,2010,-0.806712495
COL,GGNLEND,2011,-0.477849773
COL,GGNLEND,2012,-0.400896015
COL,GGNLEND,2013,-1.527112015
COL,GGNLEND,2014,-3.11494384
COL,GGNLEND,2015,-3.39620625
COL,GGNLEND,2016,-4.55531604
COL,GGNLEND,2017,-3.79642596
COL,GGNLEND,2018,-5.244328001
COL,GGNLEND,2019,-4.084926627
COL,GGNLEND,2020,-8.770002666
COL,GGNLEND,2021,-7.821909699
CRI,GGNLEND,2000,-1.40798938
CRI,GGNLEND,2001,-1.390905126
CRI,GGNLEND,2002,-1.949407925
CRI,GGNLEND,2003,-1.129831263
CRI,GGNLEND,2004,-1.29021659
CRI,GGNLEND,2005,-2.193337606
CRI,GGNLEND,2006,0.123959212
CRI,GGNLEND,2007,0.945898405
CRI,GGNLEND,2008,-2.068787608
CRI,GGNLEND,2009,-3.261615234
CRI,GGNLEND,2010,-6.410553282
CRI,GGNLEND,2011,-5.059615176
CRI,GGNLEND,2012,-1.731254559
CRI,GGNLEND,2013,-2.614251015
CRI,GGNLEND,2014,-1.410251954
CRI,GGNLEND,2015,-2.436736402
CRI,GGNLEND,2016,-2.302226618
CRI,GGNLEND,2017,-3.451455528
CRI,GGNLEND,2018,-2.887415055
CRI,GGNLEND,2019,-3.089402312
CRI,GGNLEND,2020,-5.314061715
CRI,GGNLEND,2021,-0.996428314
LTU,GGNLEND,2000,-3.188716306
LTU,GGNLEND,2001,-3.531138445
LTU,GGNLEND,2002,-1.857415158
LTU,GGNLEND,2003,-1.265645928
LTU,GGNLEND,2004,-1.393603827
LTU,GGNLEND,2005,-0.343423572
LTU,GGNLEND,2006,-0.27239516
LTU,GGNLEND,2007,-0.816167013
LTU,GGNLEND,2008,-3.086460341
LTU,GGNLEND,2009,-9.118446951
LTU,GGNLEND,2010,-6.900447664
LTU,GGNLEND,2011,-8.947137134
LTU,GGNLEND,2012,-3.170981264
LTU,GGNLEND,2013,-2.626404295
LTU,GGNLEND,2014,-0.601482001
LTU,GGNLEND,2015,-0.299338358
LTU,GGNLEND,2016,0.25155656
LTU,GGNLEND,2017,0.417255085
LTU,GGNLEND,2018,0.537380613
LTU,GGNLEND,2019,0.471621367
LTU,GGNLEND,2020,-6.517892782
LTU,GGNLEND,2021,-1.151112805
LTU,GGNLEND,2022,-0.637674581
