location,INDICATOR,TIME,Value
COL,TAXREV,2010,18.096
COL,TAXREV,2011,18.932
COL,TAXREV,2012,19.721
COL,TAXREV,2013,20.022
COL,TAXREV,2014,19.55
COL,TAXREV,2015,19.903
COL,TAXREV,2016,19.079
COL,TAXREV,2017,18.983
COL,TAXREV,2018,19.265
COL,TAXREV,2019,19.722
COL,TAXREV,2020,18.791
COL,TAXREV,2021,19.502
CRI,TAXREV,2000,21.139
CRI,TAXREV,2001,21.763
CRI,TAXREV,2002,21.839
CRI,TAXREV,2003,21.842
CRI,TAXREV,2004,21.326
CRI,TAXREV,2005,21.77
CRI,TAXREV,2006,22.047
CRI,TAXREV,2007,23.136
CRI,TAXREV,2008,23.692
CRI,TAXREV,2009,22.108
CRI,TAXREV,2010,22.131
CRI,TAXREV,2011,22.649
CRI,TAXREV,2012,22.565
CRI,TAXREV,2013,22.979
CRI,TAXREV,2014,22.609
CRI,TAXREV,2015,22.947
CRI,TAXREV,2016,23.486
CRI,TAXREV,2017,22.984
CRI,TAXREV,2018,23.157
CRI,TAXREV,2019,23.408
CRI,TAXREV,2020,22.652
CRI,TAXREV,2021,24.245
